대여소그룹,대여소명,대여일자,대여건수
강남구,2301. 현대고등학교 건너편,201912,501
강남구,2302. 교보타워 버스정류장(신논현역 3번출구 후면),201912,737
강남구,2303. 논현역 7번출구,201912,460
강남구,2304. 신영 ROYAL PALACE 앞,201912,150
강남구,2305. MCM 본사 직영점 앞,201912,257
강남구,2306. 압구정역 2번 출구 옆,201912,779
강남구,2307. 압구정 한양 3차 아파트,201912,503
강남구,2308. 압구정파출소 앞,201912,341
강남구,2309. 청담역(우리들병원 앞),201912,128
강남구,2310. 청담동 맥도날드 옆(위치),201912,358
강남구,2311. 학동로 래미안 아파트 앞,201912,83
강남구,2312. 청담역 13번 출구 앞,201912,161
강남구,2313. 금원빌딩 앞,201912,541
강남구,2314. 청담나들목입구,201912,204
강남구,2315. 봉은사역 5번출구 옆,201912,725
강남구,2316. 삼성역 8번출구,201912,592
강남구,2317. 삼성도로공원,201912,293
강남구,2318. 삼성중앙역4번출구(문화센터더 리빌),201912,265
강남구,2319. 포스코4거리 서측(수협 삼성동 지점),201912,295
강남구,2320. 도곡역 대치지구대 방향,201912,426
강남구,2321. 학여울역 사거리,201912,460
강남구,2322. 삼성역 3번 출구,201912,387
강남구,2323. 주식회사 오뚜기 정문 앞,201912,141
강남구,2324. 천주교 대치 2동 교회 옆,201912,501
강남구,2325. 대치동 버거킹대치점,201912,541
강남구,2326. 대치동 삼성로,201912,252
강남구,2327. 뱅뱅사거리 랜드마크타워 앞,201912,628
강남구,2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,201912,322
강남구,2329. 르네상스호텔사거리 역삼지하보도 2번출구,201912,165
강남구,2330. 스타벅스 앞,201912,350
강남구,2331. 동영문화센터앞,201912,317
강남구,2332. 선릉역3번출구,201912,717
강남구,2333. 양재역 3번출구 주변,201912,578
강남구,2334. 삼호아파트 2동 ( 간선도로),201912,130
강남구,2335. 3호선 매봉역 3번출구앞,201912,640
강남구,2336. 강남세브란스교차로 래미안그레이튼 104동 앞,201912,165
강남구,2337. 대모산입구역 2번출구 앞,201912,236
강남구,2339. 현대아파트 정문 앞,201912,267
강남구,2340. 삼호물산버스정류장(23370) 옆,201912,666
강남구,2341. 일원역 4~5번 출구 사이,201912,139
강남구,2342. 대청역 1번출구 뒤,201912,821
강남구,2343. 세곡사거리 대왕파출소 앞,201912,38
강남구,2344. 리엔파크 2단지 앞,201912,223
강남구,2347. 두산건설 본사,201912,229
강남구,2348. 포스코사거리(기업은행),201912,759
강남구,2349. 역삼빌딩 앞(하나은행 옆),201912,271
강남구,2350. 래미안그레이튼102동앞,201912,157
강남구,2351. 청소년수련관(수영장)앞,201912,70
강남구,2352. 서울본부세관(건설회관 앞),201912,194
강남구,2353. 강남구청역 2번출구 뒤,201912,447
강남구,2354. 청담역 2번출구,201912,126
강남구,2355. 삼성역 5~6번 출구 사이,201912,777
강남구,2356. 강남구청,201912,253
강남구,2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),201912,401
강남구,2358. 구룡초사거리 (현대아파트10동 앞 ),201912,151
강남구,"2359. 국립국악중,고교 정문 맞은편",201912,279
강남구,2360. 도곡1동 주민센터 교차로,201912,460
강남구,2361. 압구정역 교차로,201912,266
강남구,2362. 신사동 가로수길 입구,201912,438
강남구,2363. 강남 을지병원 교차로,201912,207
강남구,2364. 도산대로 렉서스 앞,201912,259
강남구,2365. K+ 타워 앞,201912,448
강남구,2368. 도곡동 경남아파트 건너편,201912,138
강남구,2369. KT선릉타워,201912,457
강남구,2370. 한티역 3번출구,201912,390
강남구,2371. 한국우편사업진흥원,201912,232
강남구,2372. 대치역 사거리,201912,540
강남구,2373. 개포동역 사거리,201912,342
강남구,2375. 수서역 1번출구 앞,201912,268
강남구,2376. 수서역 6번출구 앞,201912,112
강남구,2377. 수서역 5번출구 뒤,201912,863
강남구,2380. 삼성동베이직하우스앞,201912,281
강남구,2381. 언주역 6번출구앞,201912,254
강남구,2382. 역삼동 sk뷰 501동앞,201912,142
강남구,2383. 보금자리정원,201912,89
강남구,2384. 자곡사거리,201912,624
강남구,2385. 학동역,201912,406
강남구,2387. 래미안강남힐즈 사거리,201912,409
강남구,2388. 강남구 도시관리공단,201912,147
강남구,2389. 경기여자고등학교 후문 (삼성로3길 입구),201912,190
강남구,2390. 구룡마을 입구 (래미안블레스티지 아파트),201912,156
강남구,2391. 구룡터널 입구(개포1단지아파트),201912,15
강남구,2392. 구룡산 입구 (구룡산 서울둘레길 입구),201912,55
강남구,2393. 구룡사 앞 교차로 (보도육교),201912,48
강남구,2395. 개포1단지아파트 입구 (보도육교),201912,17
강남구,2396. 영동3교 북단(우성캐릭터 앞 보도),201912,253
강남구,2398. 더라움,201912,262
강남구,2401. 밀알학교 입구 (삼성서울병원 입구),201912,132
강남구,2403. 공무원연금매점 교차로 (개포주공9단지 입구),201912,53
강남구,2404. 대모산입구역 4번 출구 앞,201912,373
강남구,2405. 청담공원앞 교차로,201912,380
강남구,2406. 논현동 광명빌딩 앞,201912,120
강남구,2407. 역삼.서초.삼성 세무서 앞 (역삼빌딩 앞),201912,742
강남구,2408. 강남한양수자인아파트,201912,317
강남구,2409. 역삼동 디오슈페리움 (우성아파트 사거리),201912,458
강남구,2410. 포스코피앤에스타워 (역삼역 3번출구 부근),201912,375
강남구,2411. 세곡동 성당,201912,316
강남구,2412. 일원1동 주민센터,201912,452
강동구,1001. 광진교 남단 사거리(디지털프라자앞),201912,782
강동구,1002. 해공공원(천호동),201912,631
강동구,1003. 해공도서관앞,201912,502
강동구,1004. 삼성광나루아파트 버스정류장,201912,440
강동구,1006. 롯데캐슬 115동앞,201912,408
강동구,1007.암사동 선사유적지,201912,59
강동구,1008. 암사역 3번출구(국민은행앞),201912,1127
강동구,1009. 천호역4번출구(현대백화점),201912,1690
강동구,1010. 강동세무서,201912,1233
